date,open,high,pre_close,change,pct_chg,vol,close
2012/5/31,4.9383,4.9698,4.9477,-0.0031,-0.0627,153251.28,4.9446
2012/6/1,4.9477,5.0044,4.9446,0.0283,0.5723,158353.04,4.9729
2012/6/4,4.9194,4.9288,4.9729,-0.1197,-2.407,171777.89,4.8532
2012/6/5,4.8658,4.8721,4.8532,-0.0441,-0.9087,246144.07,4.8091
2012/6/6,4.8217,4.8374,4.8091,0.0189,0.393,188860.05,4.828
2012/6/7,4.8626,4.8784,4.828,-0.0347,-0.7187,131302.48,4.7933
2012/6/8,4.8059,4.8122,4.7933,-0.1261,-2.6308,397557.24,4.6672
2012/6/11,4.6798,4.7051,4.6672,-0.0063,-0.135,265509.11,4.6609
2012/6/12,4.6326,4.6578,4.6609,-0.0819,-1.7572,298155.36,4.579
2012/6/13,4.5948,4.6988,4.579,0.0977,2.1337,260116.62,4.6767
2012/6/14,4.6515,4.6672,4.6767,-0.063,-1.3471,130478.24,4.6137
2012/6/15,4.6357,4.8374,4.6137,0.1638,3.5503,422951.57,4.7775
2012/6/18,4.7712,4.7996,4.7775,0.0158,0.3307,198733.35,4.7933
2012/6/19,4.7744,4.8437,4.7933,0.0126,0.2629,149924.6,4.8059
2012/6/20,4.8311,4.8847,4.8059,-0.0063,-0.1311,143707.13,4.7996
2012/6/21,4.7965,4.7996,4.7996,-0.104,-2.1668,144832.96,4.6956
2012/6/25,4.6893,4.746,4.6956,-0.041,-0.8732,164358.34,4.6546
2012/6/26,4.6672,4.7303,4.6546,0.041,0.8808,134923.63,4.6956
2012/6/27,4.6988,4.7145,4.6956,-0.0126,-0.2683,81776.33,4.683
2012/6/28,4.683,4.7145,4.683,-0.041,-0.8755,100847.17,4.642
2012/6/29,4.6546,4.7996,4.642,0.1355,2.919,184554.57,4.7775
2012/7/2,4.7996,4.7996,4.7775,-0.0031,-0.0649,155645.11,4.7744
2012/7/3,4.7618,4.8154,4.7744,-0.0063,-0.132,123727.95,4.7681
2012/7/4,4.7681,4.8784,4.7681,0.0473,0.992,197669.59,4.8154
2012/7/5,4.7996,4.8311,4.8154,-0.0284,-0.5898,102896.7,4.787
2012/7/6,4.7114,4.7901,4.787,-0.0158,-0.3301,165454.5,4.7712
2012/7/9,4.746,4.746,4.7712,-0.1355,-2.84,160952.24,4.6357
2012/7/10,4.6389,4.7366,4.6357,0.0631,1.3612,123709.89,4.6988
2012/7/11,4.683,4.7177,4.6988,-0.0158,-0.3363,75444.41,4.683
2012/7/12,4.6704,4.7082,4.683,0.0063,0.1345,194730.86,4.6893
2012/7/13,4.6641,4.7712,4.6893,0.0315,0.6717,110700.05,4.7208
2012/7/16,4.7271,4.7492,4.7208,-0.041,-0.8685,108602.66,4.6798
2012/7/17,4.6798,4.7397,4.6798,0.0568,1.2137,91601.16,4.7366
2012/7/18,4.7208,4.7366,4.7366,-0.0063,-0.133,75612.38,4.7303
2012/7/19,4.724,4.7586,4.7303,0.0031,0.0655,136263.72,4.7334
2012/7/20,4.6862,4.7145,4.7334,-0.0536,-1.1324,106734.03,4.6798
2012/7/23,4.6515,4.6672,4.6798,-0.0126,-0.2692,150493.83,4.6672
2012/7/24,4.6483,4.7177,4.6672,-0.0031,-0.0664,100943.3,4.6641
2012/7/25,4.6641,4.6862,4.6641,-0.0504,-1.0806,98404.94,4.6137
2012/7/26,4.6137,4.6672,4.6137,0.0031,0.0672,72903.09,4.6168
2012/7/27,4.6389,4.7082,4.6168,0.0315,0.6823,109660.6,4.6483
2012/7/30,4.6515,4.7492,4.6483,0.0315,0.6777,118426.31,4.6798
2012/7/31,4.6925,4.7681,4.6798,0.0788,1.6838,153134.69,4.7586
2012/8/1,4.7523,4.7965,4.7586,0.0189,0.3972,121867.3,4.7775
2012/8/2,4.7775,4.7901,4.7775,0,0,89077.31,4.7775
2012/8/3,4.7744,4.787,4.7775,-0.0031,-0.0649,94387.13,4.7744
2012/8/6,4.7681,4.7965,4.7744,-0.0158,-0.3309,153312.21,4.7586
2012/8/7,4.7555,4.7744,4.7586,-0.0441,-0.9267,159825.78,4.7145
2012/8/8,4.7114,4.7429,4.7145,0.0252,0.5345,117541.71,4.7397
2012/8/9,4.7366,4.7397,4.7397,0,0,85750.72,4.7397
2012/8/10,4.7492,4.7807,4.7397,0.0126,0.2658,105498.17,4.7523
2012/8/13,4.7586,4.7807,4.7523,-0.0157,-0.3304,107990.64,4.7366
2012/8/14,4.7366,4.8217,4.7366,0.0725,1.5306,180370.22,4.8091
2012/8/15,4.7775,4.8028,4.8091,-0.0505,-1.0501,116142.15,4.7586
2012/8/16,4.7366,4.7397,4.7586,-0.0598,-1.2567,146815.99,4.6988
2012/8/17,4.6988,4.7586,4.6988,0.0472,1.0045,103996.98,4.746
2012/8/20,4.724,4.7271,4.746,-0.0662,-1.3949,155795.04,4.6798
2012/8/21,4.6798,4.6893,4.6798,-0.0189,-0.4039,130219.73,4.6609
2012/8/22,4.6641,4.6672,4.6609,-0.0378,-0.811,125182.67,4.6231
2012/8/23,4.6263,4.6452,4.6231,-0.0157,-0.3396,131289.06,4.6074
2012/8/24,4.5979,4.6011,4.6074,-0.0788,-1.7103,188179.1,4.5286
2012/8/27,4.5254,4.5286,4.5286,-0.082,-1.8107,167759.26,4.4466
2012/8/28,4.4529,4.5569,4.4466,0.082,1.8441,159108.98,4.5286
2012/8/29,4.5065,4.5128,4.5286,-0.0284,-0.6271,69483.65,4.5002
2012/8/30,4.4624,4.5286,4.5002,0,0,89873.22,4.5002
2012/8/31,4.4876,4.5475,4.5002,-0.0283,-0.6289,85619.19,4.4719
2012/9/3,4.4813,4.5065,4.4719,0.0063,0.1409,101129.94,4.4782
2012/9/4,4.4782,4.4908,4.4782,-0.1072,-2.3938,207755.8,4.371
2012/9/5,4.3647,4.371,4.371,-0.0788,-1.8028,172190.18,4.2922
2012/9/6,4.2954,4.3332,4.2922,0.0347,0.8084,103560.38,4.3269
2012/9/7,4.3489,4.538,4.3269,0.1513,3.4967,281737.73,4.4782
2012/9/10,4.475,4.4845,4.4782,-0.0442,-0.987,236777.97,4.434
2012/9/11,4.4151,4.4277,4.434,-0.0157,-0.3541,87436.86,4.4183
2012/9/12,4.4372,4.4592,4.4183,-0.0126,-0.2852,122452.81,4.4057
2012/9/13,4.3994,4.4214,4.4057,-0.0284,-0.6446,82442.57,4.3773
2012/9/14,4.4057,4.4561,4.3773,0.0504,1.1514,153272.79,4.4277
2012/9/17,4.4183,4.4183,4.4277,-0.1071,-2.4189,114714.38,4.3206
2012/9/18,4.3111,4.3111,4.3206,-0.063,-1.4581,122501.94,4.2576
2012/9/19,4.2607,4.2765,4.2576,-0.0536,-1.2589,184346.09,4.204
2012/9/20,4.1945,4.1945,4.204,-0.104,-2.4738,181346.15,4.1
2012/9/21,4.0968,4.1063,4.1,-0.041,-1,157512.58,4.059
2012/9/24,4.0401,4.0968,4.059,0.0095,0.234,179056.26,4.0685
2012/9/25,4.059,4.059,4.0685,-0.0536,-1.3174,98825.94,4.0149
2012/9/26,4.0181,4.0307,4.0149,-0.0315,-0.7846,70789.15,3.9834
2012/9/27,3.9834,4.1788,3.9834,0.1229,3.0853,215387.09,4.1063
2012/9/28,4.0811,4.1441,4.1063,0.0315,0.7671,150957.72,4.1378
2012/10/8,4.141,4.1693,4.1378,-0.0536,-1.2954,106386.33,4.0842
2012/10/9,4.0968,4.2008,4.0842,0.104,2.5464,164815.79,4.1882
2012/10/10,4.1882,4.1914,4.1882,0,0,99765.58,4.1882
2012/10/11,4.1914,4.1914,4.1882,-0.022,-0.5253,95747.9,4.1662
2012/10/12,4.1819,4.2323,4.1662,0.022,0.5281,101451.9,4.1882
2012/10/15,4.1914,4.1945,4.1882,-0.0598,-1.4278,89119.48,4.1284
2012/10/16,4.1378,4.2071,4.1284,0.0378,0.9156,126346.49,4.1662
2012/10/17,4.1819,4.2166,4.1662,0.0441,1.0585,121881.14,4.2103
2012/10/18,4.2166,4.2733,4.2103,0.0473,1.1234,159178.79,4.2576
2012/10/19,4.2606,4.2733,4.2575,0.0063,0.148,100713.11,4.2638
2012/10/22,4.2479,4.2892,4.2638,0.0127,0.2979,134089.32,4.2765
2012/10/23,4.2797,4.286,4.2765,-0.054,-1.2627,116808.2,4.2225
2012/10/24,4.213,4.2543,4.2225,-0.0031,-0.0734,89952.84,4.2194
2012/10/25,4.2289,4.2352,4.2194,-0.0254,-0.602,123377.54,4.194
2012/10/26,4.213,4.2225,4.194,-0.0889,-2.1197,171380.11,4.1051
2012/10/29,4.0956,4.1432,4.1051,0.0032,0.078,129641.93,4.1083
2012/10/30,4.1083,4.1717,4.1083,0.0476,1.1586,142921.66,4.1559
2012/10/31,4.1654,4.194,4.1559,0.0222,0.5342,75125.45,4.1781
2012/11/1,4.1781,4.2892,4.1781,0.0698,1.6706,138003.45,4.2479
2012/11/2,4.2479,4.3083,4.2479,0.0477,1.1229,163336.97,4.2956
2012/11/5,4.2987,4.3527,4.2956,0.0254,0.5913,146754.65,4.321
2012/11/6,4.3146,4.3241,4.321,-0.0096,-0.2222,130179.45,4.3114
2012/11/7,4.2892,4.3273,4.3114,-0.0095,-0.2203,88168.84,4.3019
2012/11/8,4.267,4.2956,4.3019,-0.054,-1.2553,84728.17,4.2479
2012/11/9,4.2448,4.267,4.2479,0.0127,0.299,62170.75,4.2606
2012/11/12,4.2511,4.3273,4.2606,0.0635,1.4904,145349.04,4.3241
2012/11/13,4.321,4.321,4.3241,-0.0635,-1.4685,99935.34,4.2606
2012/11/14,4.286,4.286,4.2606,-0.0127,-0.2981,75263.78,4.2479
2012/11/15,4.2225,4.2511,4.2479,-0.073,-1.7185,76519.7,4.1749
2012/11/16,4.159,4.1749,4.1749,-0.0159,-0.3808,147558.57,4.159
2012/11/19,4.1337,4.1622,4.159,-0.0031,-0.0745,98369.34,4.1559
2012/11/20,4.1559,4.1622,4.1559,-0.0032,-0.077,79758.06,4.1527
2012/11/21,4.14,4.2225,4.1527,0.0571,1.375,107926.87,4.2098
2012/11/22,4.2035,4.2098,4.2098,-0.0349,-0.829,48589.06,4.1749
2012/11/23,4.1876,4.2321,4.1749,0.0349,0.8359,80318.17,4.2098
2012/11/26,4.2035,4.2067,4.2098,-0.0412,-0.9787,57372.93,4.1686
2012/11/27,4.1527,4.1876,4.1686,0.0158,0.379,88752.44,4.1844
2012/11/28,4.1654,4.1876,4.1844,-0.0285,-0.6811,72136.13,4.1559
2012/11/29,4.1559,4.159,4.1559,-0.1111,-2.6733,204974.22,4.0448
2012/11/30,4.0321,4.0892,4.0448,0.019,0.4697,96646.16,4.0638
2012/12/3,4.067,4.0733,4.0638,-0.0762,-1.8751,140727.83,3.9876
2012/12/4,3.9876,4.0543,3.9876,0.0445,1.116,116924.06,4.0321
2012/12/5,4.0194,4.2765,4.0321,0.219,5.4314,402363.93,4.2511
2012/12/6,4.2384,4.3051,4.2511,0.0381,0.8962,361015.24,4.2892
2012/12/7,4.2892,4.4543,4.2892,0.1619,3.7746,456567.85,4.4511
2012/12/10,4.4924,4.5781,4.4511,0.0953,2.141,481814.41,4.5464
2012/12/11,4.5083,4.5623,4.5464,-0.0667,-1.4671,260683.03,4.4797
2012/12/12,4.4861,4.5686,4.4797,0.0413,0.9219,227396.53,4.521
2012/12/13,4.5051,4.5146,4.521,-0.0572,-1.2652,189649.25,4.4638
2012/12/14,4.4575,4.8258,4.4638,0.3556,7.9663,774137.71,4.8194
2012/12/17,4.8258,4.8639,4.8194,0.0127,0.2635,487780.02,4.8321
2012/12/18,4.8099,4.9115,4.8321,0.0095,0.1966,411629.5,4.8416
2012/12/19,4.8258,4.8702,4.8416,-0.0222,-0.4585,271576.18,4.8194
2012/12/20,4.794,4.8099,4.8194,-0.0222,-0.4606,293475.38,4.7972
2012/12/21,4.7877,4.8067,4.7972,-0.0762,-1.5884,245271.61,4.721
2012/12/24,4.7115,4.8289,4.721,0.0159,0.3368,217778.34,4.7369
2012/12/25,4.7273,4.9464,4.7369,0.1555,3.2827,449881.46,4.8924
2012/12/26,4.8893,4.9051,4.8924,-0.0127,-0.2596,308014.34,4.8797
2012/12/27,4.8988,4.9401,4.8797,0.035,0.7173,283630.3,4.9147
2012/12/28,4.9051,5.0099,4.9147,0.0381,0.7752,242349.13,4.9528
2012/12/31,4.9877,5.1337,4.9528,0.1333,2.6914,378684.19,5.0861
2013/1/4,5.1814,5.2226,5.0861,-0.0095,-0.1868,443851.37,5.0766
2013/1/7,5.0734,5.1909,5.0766,0.0984,1.9383,357169.25,5.175
2013/1/8,5.175,5.1972,5.175,-0.0952,-1.8396,312479.12,5.0798
2013/1/9,5.0671,5.0861,5.0798,-0.0445,-0.876,251329.15,5.0353
2013/1/10,5.0353,5.1115,5.0353,0.0032,0.0636,240030.27,5.0385
2013/1/11,5.0385,5.0925,5.0385,-0.1048,-2.08,251268.55,4.9337
2013/1/14,4.9178,5.4258,4.9337,0.4921,9.9743,939895.9,5.4258
2013/1/15,5.4353,5.6893,5.4258,0.1651,3.0429,984064.43,5.5909
2013/1/16,5.5909,5.6862,5.5909,0.0667,1.193,682700.94,5.6576
2013/1/17,5.6195,5.8036,5.6576,-0.0254,-0.449,675772.08,5.6322
2013/1/18,5.6735,5.8481,5.6322,0.1873,3.3255,665367.65,5.8195
2013/1/21,5.81,6.2544,5.8195,0.4349,7.4732,782136.42,6.2544
2013/1/22,6.1783,6.6354,6.2544,0.2477,3.9604,1068769.63,6.5021
2013/1/23,6.3529,6.4799,6.5021,-0.1365,-2.0993,635698.46,6.3656
2013/1/24,6.3592,6.5338,6.3656,-0.1905,-2.9926,857236.4,6.1751
2013/1/25,6.191,6.2164,6.1751,-0.0953,-1.5433,614312.48,6.0798
2013/1/28,6.083,6.6894,6.0798,0.6096,10.0266,1163995.24,6.6894
2013/1/29,6.7624,6.8418,6.6894,0.0984,1.471,1082894.98,6.7878
2013/1/30,6.6989,6.7751,6.7878,-0.0159,-0.2342,583624.98,6.7719
2013/1/31,6.7529,6.7751,6.7719,-0.073,-1.078,415884.2,6.6989
2013/2/1,6.6735,7.1593,6.6989,0.4223,6.304,824080.46,7.1212
2013/2/4,7.0672,7.2355,7.1212,-0.1334,-1.8733,857419.99,6.9878
2013/2/5,6.9021,7.0355,6.9878,-0.073,-1.0447,426891,6.9148
2013/2/6,6.8894,6.9783,6.9148,0.0254,0.3673,380826.57,6.9402
2013/2/7,6.8894,6.9243,6.9402,-0.3206,-4.6195,586126.92,6.6196
2013/2/8,6.5973,6.6831,6.6196,-0.0318,-0.4804,462024.66,6.5878
2013/2/18,6.6386,6.8227,6.5878,0.0476,0.7225,421813.12,6.6354
2013/2/19,6.6037,6.7021,6.6354,-0.0285,-0.4295,486508.49,6.6069
2013/2/20,6.6196,6.664,6.6069,-0.162,-2.452,659157.7,6.4449
2013/2/21,6.3497,6.3497,6.4449,-0.2222,-3.4477,740244.78,6.2227
2013/2/22,6.191,6.2513,6.2227,-0.1524,-2.4491,468595.23,6.0703
2013/2/25,6.1148,6.4449,6.0703,0.2826,4.6555,616300.67,6.3529
2013/2/26,6.2894,6.9751,6.3529,0.2667,4.1981,1034814.73,6.6196
2013/2/27,6.6704,6.9275,6.6196,0.0539,0.8142,700676.63,6.6735
2013/2/28,6.7116,7.3021,6.6735,0.6286,9.4193,1119891.72,7.3021
2013/3/1,7.2799,7.3783,7.3021,0.0191,0.2616,1037823.8,7.3212
2013/3/4,7.1275,7.3021,7.3212,-0.4159,-5.6808,1098779.59,6.9053
2013/3/5,6.9212,7.5974,6.9053,0.6921,10.0227,1168987.27,7.5974
2013/3/6,7.7784,7.845,7.5974,0.1016,1.3373,1138281.03,7.699
2013/3/7,7.6038,7.6577,7.699,-0.1619,-2.1029,892670.89,7.5371
2013/3/8,7.5561,7.6133,7.5371,-0.2794,-3.707,925868.29,7.2577
2013/3/11,7.2133,7.2958,7.2577,-0.073,-1.0058,573293.36,7.1847
2013/3/12,7.1752,7.2355,7.1847,-0.2889,-4.021,840769.06,6.8958
2013/3/13,6.8862,7.1688,6.8958,0.1174,1.7025,836901.51,7.0132
2013/3/14,6.9847,7.0132,7.0132,-0.1333,-1.9007,577853.59,6.8799
2013/3/15,6.8767,7.1847,6.8799,0.1683,2.4463,943574.1,7.0482
2013/3/18,6.8894,6.9847,7.0482,-0.2699,-3.8293,745294.8,6.7783
2013/3/19,6.7624,6.8989,6.7783,0.0476,0.7022,529771.2,6.8259
2013/3/20,6.8037,7.3879,6.8259,0.508,7.4422,1309370.25,7.3339
2013/3/21,7.299,7.3688,7.3339,-0.0445,-0.6068,715317.71,7.2894
2013/3/22,7.2863,7.3466,7.2894,0.0223,0.3059,411825.25,7.3117
2013/3/25,7.3434,7.391,7.3117,-0.0857,-1.1721,452893.71,7.226
2013/3/26,7.172,7.172,7.226,-0.1969,-2.7249,559773,7.0291
2013/3/27,7.0386,7.1974,7.0291,0.0032,0.0455,385996.93,7.0323
2013/3/28,6.6672,6.6672,7.0323,-0.6763,-9.6171,1175043.26,6.356
2013/3/29,6.356,6.4672,6.356,0.0318,0.5003,569848.42,6.3878
2013/4/1,6.4132,6.5402,6.3878,0.0857,1.3416,385541.83,6.4735
2013/4/2,6.4703,6.6354,6.4735,0.0159,0.2456,463054.75,6.4894
2013/4/3,6.5275,6.6005,6.4894,0.0032,0.0493,224589.64,6.4926
2013/4/8,6.283,6.3814,6.4926,-0.1651,-2.5429,407714.77,6.3275
2013/4/9,6.3465,6.4322,6.3275,0.0031,0.049,380491.12,6.3306
2013/4/10,6.3116,6.3179,6.3306,-0.1714,-2.7075,507767.09,6.1592
2013/4/11,6.2195,6.2544,6.1592,0.0032,0.052,311788.99,6.1624
2013/4/12,6.1751,6.1846,6.1624,-0.1619,-2.6272,805322.79,6.0005
2013/4/15,6.0132,6.0513,6.0005,-0.108,-1.7999,570956.99,5.8925
2013/4/16,5.8195,5.956,5.8925,0.0603,1.0233,655492.48,5.9528
2013/4/17,5.937,5.9592,5.9528,-0.0825,-1.3859,642703.16,5.8703
2013/4/18,5.7846,6.0925,5.8703,0.1937,3.2997,901244.67,6.064
2013/4/19,6.0322,6.5402,6.064,0.3619,5.968,1478380.12,6.4259
2013/4/22,6.3497,6.4672,6.4259,-0.0032,-0.0498,692914.41,6.4227
2013/4/23,6.4545,6.4735,6.4227,-0.3651,-5.6845,802659.38,6.0576
2013/4/24,5.9528,6.283,6.0576,0.1016,1.6772,733380.46,6.1592
2013/4/25,6.0322,6.1529,6.1592,-0.181,-2.9387,446855.88,5.9782
2013/4/26,6.029,6.1021,5.9782,-0.0412,-0.6892,336738.98,5.937
2013/5/2,5.9052,6.0068,5.937,0.0666,1.1218,237572.79,6.0036
2013/5/3,6.0259,6.4164,6.0036,0.2604,4.3374,720126.1,6.264
2013/5/6,6.2989,6.5275,6.264,0.1841,2.939,840544.68,6.4481
2013/5/7,6.4005,6.4703,6.4481,-0.019,-0.2947,424170.84,6.4291
2013/5/8,6.4608,6.6259,6.4291,0.0412,0.6408,628787.13,6.4703
2013/5/9,6.4354,6.4354,6.4703,-0.0793,-1.2256,483613.12,6.391
2013/5/10,6.3497,6.483,6.391,0.019,0.2973,386248.29,6.41
2013/5/13,6.3846,6.4132,6.41,-0.0857,-1.337,323879.8,6.3243
2013/5/14,6.3243,6.3275,6.3243,-0.2,-3.1624,498160.79,6.1243
2013/5/15,6.1243,6.1656,6.1243,0.0032,0.0523,242082.82,6.1275
2013/5/16,6.0989,6.4989,6.1275,0.3206,5.2322,813115.87,6.4481
2013/5/17,6.4386,6.518,6.4481,0.0254,0.3939,595807,6.4735
2013/5/20,6.5021,6.8259,6.4735,0.1873,2.8933,876974.58,6.6608
2013/5/21,6.6037,6.7339,6.6608,0.0381,0.572,447574.54,6.6989
2013/5/22,6.6989,6.7592,6.6989,0.0191,0.2851,413113.46,6.718
2013/5/23,6.6704,6.7307,6.718,-0.2032,-3.0247,507409.41,6.5148
2013/5/24,6.5243,6.6481,6.5148,0.054,0.8289,332809.96,6.5688
2013/5/27,6.537,6.6291,6.5688,-0.0858,-1.3062,358546.08,6.483
2013/5/28,6.483,6.8894,6.483,0.3747,5.7797,783617.11,6.8577
2013/5/29,6.8608,6.8862,6.8577,-0.1016,-1.4815,532597.75,6.7561
2013/5/30,6.737,6.8513,6.7561,-0.0254,-0.376,425441.68,6.7307
2013/5/31,6.7465,6.8227,6.7307,-0.0667,-0.991,361862.04,6.664
2013/6/3,6.645,6.7275,6.664,-0.0254,-0.3812,343792.91,6.6386
2013/6/4,6.6386,6.7719,6.6386,0.0699,1.0529,442156.91,6.7085
2013/6/5,6.6704,6.7021,6.7085,-0.1016,-1.5145,305745.07,6.6069
2013/6/6,6.537,6.5942,6.6069,-0.2159,-3.2678,435270,6.391
2013/6/7,6.391,6.4322,6.391,-0.1905,-2.9808,402000.95,6.2005
2013/6/13,6.1306,6.137,6.2005,-0.235,-3.79,381342.59,5.9655
2013/6/14,6.0322,6.0957,5.9655,0.0858,1.4383,328553.36,6.0513
2013/6/17,6.083,6.21,6.0513,0.0571,0.9436,309210.22,6.1084
2013/6/18,6.1751,6.3624,6.1084,0.1556,2.5473,389599.38,6.264
2013/6/19,6.2068,6.21,6.264,-0.1556,-2.484,369977.53,6.1084
2013/6/20,6.1136,6.1238,6.1084,-0.3792,-6.2078,903066.54,5.7292
2013/6/21,5.6114,5.8368,5.7292,0.0513,0.8954,614002.69,5.7805
2013/6/24,5.6934,5.6934,5.7805,-0.5791,-10.0182,1166671.77,5.2014
2013/6/25,5.022,5.1758,5.2014,-0.0871,-1.6745,1717162.61,5.1143
2013/6/26,5.1245,5.1245,5.1143,-0.1128,-2.2056,1017151.08,5.0015
2013/6/27,5.0477,5.1245,5.0015,-0.0819,-1.6375,835867.02,4.9196
2013/6/28,4.8683,5.1963,4.9196,0.1896,3.854,926643.94,5.1092
2013/7/1,5.0272,5.0989,5.1092,-0.1128,-2.2078,800196.67,4.9964
2013/7/2,5.0118,5.022,4.9964,-0.0768,-1.5371,813753.74,4.9196
2013/7/3,4.8939,4.8939,4.9196,-0.1384,-2.8132,771158.47,4.7812
2013/7/4,4.7248,4.9042,4.7812,0.0205,0.4288,805159.91,4.8017
2013/7/5,4.7914,4.9042,4.8017,0,0,641446.25,4.8017
2013/7/8,4.7043,4.7453,4.8017,-0.1947,-4.0548,595006.89,4.607
2013/7/9,4.6172,4.6685,4.607,0.0051,0.1107,512150.66,4.6121
2013/7/10,4.6172,4.8171,4.6121,0.205,4.4448,747241.6,4.8171
2013/7/11,4.8683,5.2988,4.8171,0.4817,9.9998,1733611.47,5.2988
2013/7/12,5.3808,5.555,5.2988,0,0,2118543.92,5.2988
2013/7/15,5.3808,5.514,5.2988,0.0871,1.6438,1341659.41,5.3859
2013/7/16,5.3039,5.35,5.3859,-0.0666,-1.2366,1016227.6,5.3193
2013/7/17,5.3141,5.3603,5.3193,-0.123,-2.3123,673688.5,5.1963
2013/7/18,5.1655,5.2168,5.1963,-0.164,-3.1561,806687.22,5.0323
2013/7/19,5.0323,5.0733,5.0323,-0.1999,-3.9723,827367.95,4.8324
2013/7/22,4.7299,4.8683,4.8324,-0.0051,-0.1055,658377.34,4.8273
2013/7/23,4.8529,5.2475,4.8273,0.2767,5.732,1247443.43,5.104
2013/7/24,5.0169,5.063,5.104,-0.1025,-2.0082,899721.84,5.0015
2013/7/25,5.0169,5.1348,5.0015,0.0257,0.5138,689874.19,5.0272
2013/7/26,4.9759,5.0015,5.0272,-0.0871,-1.7326,465050.56,4.9401
2013/7/29,4.8529,4.8786,4.9401,-0.1179,-2.3866,498130.33,4.8222
2013/7/30,4.8683,5.0887,4.8222,0.1383,2.868,674541.02,4.9605
2013/7/31,5.0272,5.1194,4.9605,-0.0461,-0.9293,454468.8,4.9144
2013/8/1,4.9913,5.0835,4.9144,0.1691,3.4409,762750.24,5.0835
2013/8/2,5.1348,5.1758,5.0835,-0.0512,-1.0072,577417.38,5.0323
2013/8/5,5.0323,5.0938,5.0323,0.0615,1.2221,531430.66,5.0938
2013/8/6,5.0579,5.1245,5.0938,-0.0103,-0.2022,596179.92,5.0835
2013/8/7,5.063,5.186,5.0835,0.0052,0.1023,743764,5.0887
2013/8/8,5.0528,5.1502,5.0887,-0.0205,-0.4029,545859.24,5.0682
2013/8/9,5.1092,5.1348,5.0682,-0.0205,-0.4045,497634.48,5.0477
2013/8/12,5.063,5.3551,5.0477,0.2459,4.8715,1348363.23,5.2936
2013/8/13,5.2834,5.4115,5.2936,0.0872,1.6473,1203496.64,5.3808
2013/8/14,5.3859,5.5499,5.3808,-0.0359,-0.6672,1164744.57,5.3449
2013/8/15,5.3398,5.391,5.3449,-0.1179,-2.2058,586756.55,5.227
2013/8/16,5.2168,5.7497,5.227,0.1948,3.7268,2531434.45,5.4218
2013/8/19,5.2373,5.6114,5.4218,0.1076,1.9846,1585603.98,5.5294
2013/8/20,5.4884,5.7651,5.5294,0.1076,1.946,1531867.09,5.637
2013/8/21,5.6216,5.6882,5.637,-0.0461,-0.8178,626804.82,5.5909
2013/8/22,5.5652,5.7651,5.5909,0.0205,0.3667,790806.56,5.6114
2013/8/23,5.6114,5.6729,5.6114,-0.1691,-3.0135,1043961.24,5.4423
2013/8/26,5.4474,5.6114,5.4423,0.1434,2.6349,743274.48,5.5857
2013/8/27,5.5806,5.6472,5.5857,-0.0102,-0.1826,586884.27,5.5755
2013/8/28,5.5038,5.555,5.5755,-0.1281,-2.2976,682203.16,5.4474
2013/8/29,5.5345,5.5806,5.4474,0.0051,0.0936,551253.04,5.4525
2013/8/30,5.4013,5.5601,5.4525,-0.0154,-0.2824,520290.79,5.4371
2013/9/2,5.5038,5.5499,5.4371,0.0718,1.3206,500231.78,5.5089
2013/9/3,5.5294,5.7395,5.5089,0.2306,4.186,1157571.65,5.7395
2013/9/4,5.719,5.842,5.7395,-0.0615,-1.0715,892620.09,5.678
2013/9/5,5.678,5.7036,5.678,-0.0256,-0.4509,343230.07,5.6524
2013/9/9,5.7805,6.2161,5.6524,0.5637,9.9728,2204493.84,6.2161
2013/9/10,6.3647,6.4825,6.2161,0.1588,2.5547,2085294.3,6.3749
2013/9/11,6.3544,6.7388,6.3749,0.1281,2.0094,1708230,6.503
2013/9/12,6.4159,7.1026,6.503,0.3997,6.1464,1830540.4,6.9027
2013/9/13,6.7798,7.0206,6.9027,-0.1332,-1.9297,1191319.92,6.7695
2013/9/16,6.7746,6.9899,6.7695,-0.0051,-0.0753,1434366.15,6.7644
2013/9/17,6.7388,6.8515,6.7644,-0.2101,-3.106,940026.03,6.5543
2013/9/18,6.5338,6.6568,6.5543,0,0,617002.81,6.5543
2013/9/23,6.5594,6.6465,6.5543,0.0461,0.7034,723795.17,6.6004
2013/9/24,6.5902,6.5953,6.6004,-0.3126,-4.7361,1456189.21,6.2878
2013/9/25,6.2417,6.38,6.2878,-0.123,-1.9562,779930.68,6.1648
2013/9/26,6.1289,6.1289,6.1648,-0.1896,-3.0755,860711.8,5.9752
2013/9/27,5.9598,6.1546,5.9752,0.123,2.0585,687519.89,6.0982
2013/9/30,6.0982,6.1699,6.0982,-0.0103,-0.1689,373601.68,6.0879
2013/10/8,6.0879,6.3237,6.0879,0.1692,2.7793,737574.71,6.2571
2013/10/9,6.2109,6.5338,6.2571,0.1742,2.784,844084.32,6.4313
2013/10/10,6.4569,6.5338,6.4313,-0.1384,-2.152,776268.22,6.2929
2013/10/11,6.3595,6.5492,6.2929,0.2101,3.3387,922986.75,6.503
2013/10/14,6.4569,6.503,6.503,-0.1025,-1.5762,552939.04,6.4005
2013/10/15,6.4005,6.4057,6.4005,-0.1434,-2.2404,484463.47,6.2571
2013/10/16,6.2263,6.2314,6.2571,-0.1025,-1.6381,452396.16,6.1546
